test_question,test_span,distance
How many first downs did the Panthers have in Super Bowl 50?,"Manning and Newton had quarterback passer ratings of 56.6 and 55.4, respectively, and their added total of 112 is a record lowest aggregate passer rating for a Super Bowl.",4.919638887313512
How many first downs did the Panthers have in Super Bowl 50?,"Manning became the oldest quarterback ever to win a Super Bowl at age 39, and the first quarterback ever to win a Super Bowl with two different teams, while Gary Kubiak became the first head coach to win a Super Bowl with the same franchise he went to the Super Bowl with as a player.",7.6352929813912995
How many first downs did the Panthers have in Super Bowl 50?,"Only seven other teams had ever gained less than 200 yards in a Super Bowl, and all of them had lost.",6.229712716791739
How many first downs did the Panthers have in Super Bowl 50?,Super Bowl 50 featured numerous records from individuals and teams.,4.556786411959523
How many first downs did the Panthers have in Super Bowl 50?,The Broncos' seven sacks tied a Super Bowl record set by the Chicago Bears in Super Bowl XX.,5.989067313891503
How many first downs did the Panthers have in Super Bowl 50?,The previous record was 244 yards by the Baltimore Ravens in Super Bowl XXXV.,6.045777813437912
How many first downs did the Panthers have in Super Bowl 50?,The two teams' combined third down conversion percentage of 13.8 was a Super Bowl low.,5.401152561817835
How many first downs did the Panthers have in Super Bowl 50?,Their 194 yards and 11 first downs were both the lowest totals ever by a Super Bowl winning team.,8.31349988872247
How many teams has Manning won the Super Bowl with?,"Denver was just 1-of-14 on third down, while Carolina was barely better at 3-of-15.",1.3289834996974517
How many teams has Manning won the Super Bowl with?,Denver won despite being massively outgained in total yards (315 to 194) and first downs (21 to 11).,2.97834468690068
How many teams has Manning won the Super Bowl with?,"Jordan Norwood's 61-yard punt return set a new record, surpassing the old record of 45 yards set by John Taylor in Super Bowl XXIII.",6.508472234213088
How many teams has Manning won the Super Bowl with?,Kony Ealy tied a Super Bowl record with three sacks.,4.280605633020949
How many teams has Manning won the Super Bowl with?,"Manning and Newton had quarterback passer ratings of 56.6 and 55.4, respectively, and their added total of 112 is a record lowest aggregate passer rating for a Super Bowl.",6.315610835462217
How many teams has Manning won the Super Bowl with?,"Manning became the oldest quarterback ever to win a Super Bowl at age 39, and the first quarterback ever to win a Super Bowl with two different teams, while Gary Kubiak became the first head coach to win a Super Bowl with the same franchise he went to the Super Bowl with as a player.",10.20422918056645
How many teams has Manning won the Super Bowl with?,"Only seven other teams had ever gained less than 200 yards in a Super Bowl, and all of them had lost.",6.229712300441945
How many teams has Manning won the Super Bowl with?,Super Bowl 50 featured numerous records from individuals and teams.,4.572358188935148
How many teams has Manning won the Super Bowl with?,The Broncos' seven sacks tied a Super Bowl record set by the Chicago Bears in Super Bowl XX.,4.961341264788964
How many teams has Manning won the Super Bowl with?,The previous record was 244 yards by the Baltimore Ravens in Super Bowl XXXV.,5.057399695887072
How many teams has Manning won the Super Bowl with?,The two teams' combined third down conversion percentage of 13.8 was a Super Bowl low.,6.349793872027918
How many teams has Manning won the Super Bowl with?,Their 194 yards and 11 first downs were both the lowest totals ever by a Super Bowl winning team.,6.15629364015036
How many total yards did Denver gain?,"Denver was just 1-of-14 on third down, while Carolina was barely better at 3-of-15.",2.595398697425167
How many total yards did Denver gain?,Denver won despite being massively outgained in total yards (315 to 194) and first downs (21 to 11).,5.781427444335834
How many total yards did Denver gain?,"Jordan Norwood's 61-yard punt return set a new record, surpassing the old record of 45 yards set by John Taylor in Super Bowl XXIII.",3.4249979963089605
How many total yards did Denver gain?,Kony Ealy tied a Super Bowl record with three sacks.,1.4063288153426583
How many total yards did Denver gain?,"Manning and Newton had quarterback passer ratings of 56.6 and 55.4, respectively, and their added total of 112 is a record lowest aggregate passer rating for a Super Bowl.",3.29918830758488
How many total yards did Denver gain?,"Manning became the oldest quarterback ever to win a Super Bowl at age 39, and the first quarterback ever to win a Super Bowl with two different teams, while Gary Kubiak became the first head coach to win a Super Bowl with the same franchise he went to the Super Bowl with as a player.",1.986991469929384
How many total yards did Denver gain?,"Only seven other teams had ever gained less than 200 yards in a Super Bowl, and all of them had lost.",3.2536387098823933
How many total yards did Denver gain?,Super Bowl 50 featured numerous records from individuals and teams.,1.4063288153426583
How many total yards did Denver gain?,The Broncos' seven sacks tied a Super Bowl record set by the Chicago Bears in Super Bowl XX.,1.2381423540349916
How many total yards did Denver gain?,The previous record was 244 yards by the Baltimore Ravens in Super Bowl XXXV.,2.501705521216977
How many total yards did Denver gain?,The two teams' combined third down conversion percentage of 13.8 was a Super Bowl low.,1.262190706676072
How many total yards did Denver gain?,Their 194 yards and 11 first downs were both the lowest totals ever by a Super Bowl winning team.,3.2237609712328905
How many yards did Denver have for Super Bowl 50?,"Denver was just 1-of-14 on third down, while Carolina was barely better at 3-of-15.",2.5856945946136114
How many yards did Denver have for Super Bowl 50?,Denver won despite being massively outgained in total yards (315 to 194) and first downs (21 to 11).,4.6144520054918265
How many yards did Denver have for Super Bowl 50?,"Jordan Norwood's 61-yard punt return set a new record, surpassing the old record of 45 yards set by John Taylor in Super Bowl XXIII.",6.508472234213091
How many yards did Denver have for Super Bowl 50?,Kony Ealy tied a Super Bowl record with three sacks.,3.2761262075015027
How many yards did Denver have for Super Bowl 50?,"Manning and Newton had quarterback passer ratings of 56.6 and 55.4, respectively, and their added total of 112 is a record lowest aggregate passer rating for a Super Bowl.",6.315610835462217
How many yards did Denver have for Super Bowl 50?,"Manning became the oldest quarterback ever to win a Super Bowl at age 39, and the first quarterback ever to win a Super Bowl with two different teams, while Gary Kubiak became the first head coach to win a Super Bowl with the same franchise he went to the Super Bowl with as a player.",4.926955973585949
How many yards did Denver have for Super Bowl 50?,"Only seven other teams had ever gained less than 200 yards in a Super Bowl, and all of them had lost.",6.229712300441945
How many yards did Denver have for Super Bowl 50?,Super Bowl 50 featured numerous records from individuals and teams.,4.578736463714737
How many yards did Denver have for Super Bowl 50?,The Broncos' seven sacks tied a Super Bowl record set by the Chicago Bears in Super Bowl XX.,3.955662008462649
How many yards did Denver have for Super Bowl 50?,The previous record was 244 yards by the Baltimore Ravens in Super Bowl XXXV.,5.057399695887072
How many yards did Denver have for Super Bowl 50?,The two teams' combined third down conversion percentage of 13.8 was a Super Bowl low.,4.307691979633289
How many yards did Denver have for Super Bowl 50?,Their 194 yards and 11 first downs were both the lowest totals ever by a Super Bowl winning team.,6.15629364015036
What team di the Broncos tie a Super Bowl record for in sacks?,"Denver was just 1-of-14 on third down, while Carolina was barely better at 3-of-15.",1.324376726769675
What team di the Broncos tie a Super Bowl record for in sacks?,Denver won despite being massively outgained in total yards (315 to 194) and first downs (21 to 11).,2.9739063877205267
What team di the Broncos tie a Super Bowl record for in sacks?,"Jordan Norwood's 61-yard punt return set a new record, surpassing the old record of 45 yards set by John Taylor in Super Bowl XXIII.",8.865298400565898
What team di the Broncos tie a Super Bowl record for in sacks?,Kony Ealy tied a Super Bowl record with three sacks.,5.233482754077907
What team di the Broncos tie a Super Bowl record for in sacks?,"Manning and Newton had quarterback passer ratings of 56.6 and 55.4, respectively, and their added total of 112 is a record lowest aggregate passer rating for a Super Bowl.",7.607616295030807
What team di the Broncos tie a Super Bowl record for in sacks?,"Manning became the oldest quarterback ever to win a Super Bowl at age 39, and the first quarterback ever to win a Super Bowl with two different teams, while Gary Kubiak became the first head coach to win a Super Bowl with the same franchise he went to the Super Bowl with as a player.",6.469099062707614
What team di the Broncos tie a Super Bowl record for in sacks?,"Only seven other teams had ever gained less than 200 yards in a Super Bowl, and all of them had lost.",6.319397020735524
What team di the Broncos tie a Super Bowl record for in sacks?,Super Bowl 50 featured numerous records from individuals and teams.,3.505962391233409
What team di the Broncos tie a Super Bowl record for in sacks?,The Broncos' seven sacks tied a Super Bowl record set by the Chicago Bears in Super Bowl XX.,8.494202704133269
What team di the Broncos tie a Super Bowl record for in sacks?,The previous record was 244 yards by the Baltimore Ravens in Super Bowl XXXV.,6.734776984664681
What team di the Broncos tie a Super Bowl record for in sacks?,The two teams' combined third down conversion percentage of 13.8 was a Super Bowl low.,5.497890917906651
What team di the Broncos tie a Super Bowl record for in sacks?,Their 194 yards and 11 first downs were both the lowest totals ever by a Super Bowl winning team.,7.36582354383283
What team had 244 yards in Super Bowl XXXV?,"Denver was just 1-of-14 on third down, while Carolina was barely better at 3-of-15.",1.3305741124816215
What team had 244 yards in Super Bowl XXXV?,Denver won despite being massively outgained in total yards (315 to 194) and first downs (21 to 11).,4.613506568108289
What team had 244 yards in Super Bowl XXXV?,"Jordan Norwood's 61-yard punt return set a new record, surpassing the old record of 45 yards set by John Taylor in Super Bowl XXIII.",7.934939800521652
What team had 244 yards in Super Bowl XXXV?,Kony Ealy tied a Super Bowl record with three sacks.,3.2825064209363424
What team had 244 yards in Super Bowl XXXV?,"Manning and Newton had quarterback passer ratings of 56.6 and 55.4, respectively, and their added total of 112 is a record lowest aggregate passer rating for a Super Bowl.",6.31690296932238
What team had 244 yards in Super Bowl XXXV?,"Manning became the oldest quarterback ever to win a Super Bowl at age 39, and the first quarterback ever to win a Super Bowl with two different teams, while Gary Kubiak became the first head coach to win a Super Bowl with the same franchise he went to the Super Bowl with as a player.",4.926585473415647
What team had 244 yards in Super Bowl XXXV?,"Only seven other teams had ever gained less than 200 yards in a Super Bowl, and all of them had lost.",8.420347542331298
What team had 244 yards in Super Bowl XXXV?,Super Bowl 50 featured numerous records from individuals and teams.,3.517892712215154
What team had 244 yards in Super Bowl XXXV?,The Broncos' seven sacks tied a Super Bowl record set by the Chicago Bears in Super Bowl XX.,5.236026864199212
What team had 244 yards in Super Bowl XXXV?,The previous record was 244 yards by the Baltimore Ravens in Super Bowl XXXV.,8.279001198694937
What team had 244 yards in Super Bowl XXXV?,The two teams' combined third down conversion percentage of 13.8 was a Super Bowl low.,4.312130417996773
What team had 244 yards in Super Bowl XXXV?,Their 194 yards and 11 first downs were both the lowest totals ever by a Super Bowl winning team.,7.290990699366917
What team had the lowest downs and yards ever in the Super Bowl as of Super Bowl 50?,"Denver was just 1-of-14 on third down, while Carolina was barely better at 3-of-15.",2.580123343657764
What team had the lowest downs and yards ever in the Super Bowl as of Super Bowl 50?,Denver won despite being massively outgained in total yards (315 to 194) and first downs (21 to 11).,6.852135679961569
What team had the lowest downs and yards ever in the Super Bowl as of Super Bowl 50?,"Jordan Norwood's 61-yard punt return set a new record, surpassing the old record of 45 yards set by John Taylor in Super Bowl XXIII.",9.269350087287576
What team had the lowest downs and yards ever in the Super Bowl as of Super Bowl 50?,Kony Ealy tied a Super Bowl record with three sacks.,3.270943094813226
What team had the lowest downs and yards ever in the Super Bowl as of Super Bowl 50?,"Manning and Newton had quarterback passer ratings of 56.6 and 55.4, respectively, and their added total of 112 is a record lowest aggregate passer rating for a Super Bowl.",8.95330329560433
What team had the lowest downs and yards ever in the Super Bowl as of Super Bowl 50?,"Manning became the oldest quarterback ever to win a Super Bowl at age 39, and the first quarterback ever to win a Super Bowl with two different teams, while Gary Kubiak became the first head coach to win a Super Bowl with the same franchise he went to the Super Bowl with as a player.",9.196571293559485
What team had the lowest downs and yards ever in the Super Bowl as of Super Bowl 50?,"Only seven other teams had ever gained less than 200 yards in a Super Bowl, and all of them had lost.",10.299453693261253
What team had the lowest downs and yards ever in the Super Bowl as of Super Bowl 50?,Super Bowl 50 featured numerous records from individuals and teams.,5.1128552732555725
What team had the lowest downs and yards ever in the Super Bowl as of Super Bowl 50?,The Broncos' seven sacks tied a Super Bowl record set by the Chicago Bears in Super Bowl XX.,5.675576538698173
What team had the lowest downs and yards ever in the Super Bowl as of Super Bowl 50?,The previous record was 244 yards by the Baltimore Ravens in Super Bowl XXXV.,6.395741797029928
What team had the lowest downs and yards ever in the Super Bowl as of Super Bowl 50?,The two teams' combined third down conversion percentage of 13.8 was a Super Bowl low.,6.140124008627351
What team had the lowest downs and yards ever in the Super Bowl as of Super Bowl 50?,Their 194 yards and 11 first downs were both the lowest totals ever by a Super Bowl winning team.,10.917158300866229
Which team did Gary Kubiak play for when he was in the Super Bowl?,"Denver was just 1-of-14 on third down, while Carolina was barely better at 3-of-15.",2.579358945079179
Which team did Gary Kubiak play for when he was in the Super Bowl?,Denver won despite being massively outgained in total yards (315 to 194) and first downs (21 to 11).,2.9727950437049966
Which team did Gary Kubiak play for when he was in the Super Bowl?,"Jordan Norwood's 61-yard punt return set a new record, surpassing the old record of 45 yards set by John Taylor in Super Bowl XXIII.",7.747319131567494
Which team did Gary Kubiak play for when he was in the Super Bowl?,Kony Ealy tied a Super Bowl record with three sacks.,3.269594739184282
Which team did Gary Kubiak play for when he was in the Super Bowl?,"Manning and Newton had quarterback passer ratings of 56.6 and 55.4, respectively, and their added total of 112 is a record lowest aggregate passer rating for a Super Bowl.",6.317648886679537
Which team did Gary Kubiak play for when he was in the Super Bowl?,"Manning became the oldest quarterback ever to win a Super Bowl at age 39, and the first quarterback ever to win a Super Bowl with two different teams, while Gary Kubiak became the first head coach to win a Super Bowl with the same franchise he went to the Super Bowl with as a player.",9.832006953394464
Which team did Gary Kubiak play for when he was in the Super Bowl?,"Only seven other teams had ever gained less than 200 yards in a Super Bowl, and all of them had lost.",6.23119349064336
Which team did Gary Kubiak play for when he was in the Super Bowl?,Super Bowl 50 featured numerous records from individuals and teams.,3.5058480414401463
Which team did Gary Kubiak play for when he was in the Super Bowl?,The Broncos' seven sacks tied a Super Bowl record set by the Chicago Bears in Super Bowl XX.,5.87037893364186
Which team did Gary Kubiak play for when he was in the Super Bowl?,The previous record was 244 yards by the Baltimore Ravens in Super Bowl XXXV.,6.731592183030483
Which team did Gary Kubiak play for when he was in the Super Bowl?,The two teams' combined third down conversion percentage of 13.8 was a Super Bowl low.,6.350363880550185
Which team did Gary Kubiak play for when he was in the Super Bowl?,Their 194 yards and 11 first downs were both the lowest totals ever by a Super Bowl winning team.,7.281761015617093
Who did the Broncos tie with the most sacks in a Super Bowl?,"Denver was just 1-of-14 on third down, while Carolina was barely better at 3-of-15.",1.323878775484623
Who did the Broncos tie with the most sacks in a Super Bowl?,Denver won despite being massively outgained in total yards (315 to 194) and first downs (21 to 11).,2.9734995746572745
Who did the Broncos tie with the most sacks in a Super Bowl?,"Jordan Norwood's 61-yard punt return set a new record, surpassing the old record of 45 yards set by John Taylor in Super Bowl XXIII.",7.241093649959635
Who did the Broncos tie with the most sacks in a Super Bowl?,Kony Ealy tied a Super Bowl record with three sacks.,5.11230961757168
Who did the Broncos tie with the most sacks in a Super Bowl?,"Manning and Newton had quarterback passer ratings of 56.6 and 55.4, respectively, and their added total of 112 is a record lowest aggregate passer rating for a Super Bowl.",5.023866002504334
Who did the Broncos tie with the most sacks in a Super Bowl?,"Manning became the oldest quarterback ever to win a Super Bowl at age 39, and the first quarterback ever to win a Super Bowl with two different teams, while Gary Kubiak became the first head coach to win a Super Bowl with the same franchise he went to the Super Bowl with as a player.",7.238732865289439
Who did the Broncos tie with the most sacks in a Super Bowl?,"Only seven other teams had ever gained less than 200 yards in a Super Bowl, and all of them had lost.",6.595165999678423
Who did the Broncos tie with the most sacks in a Super Bowl?,Super Bowl 50 featured numerous records from individuals and teams.,3.505847450858783
Who did the Broncos tie with the most sacks in a Super Bowl?,The Broncos' seven sacks tied a Super Bowl record set by the Chicago Bears in Super Bowl XX.,7.165654110562279
Who did the Broncos tie with the most sacks in a Super Bowl?,The previous record was 244 yards by the Baltimore Ravens in Super Bowl XXXV.,5.567414761205311
Who did the Broncos tie with the most sacks in a Super Bowl?,The two teams' combined third down conversion percentage of 13.8 was a Super Bowl low.,5.162600934560652
Who did the Broncos tie with the most sacks in a Super Bowl?,Their 194 yards and 11 first downs were both the lowest totals ever by a Super Bowl winning team.,5.847008356451616
Who is the only quarterback to win a Super Bowl with two teams?,"Denver was just 1-of-14 on third down, while Carolina was barely better at 3-of-15.",1.324376726769675
Who is the only quarterback to win a Super Bowl with two teams?,Denver won despite being massively outgained in total yards (315 to 194) and first downs (21 to 11).,2.974103911331301
Who is the only quarterback to win a Super Bowl with two teams?,"Jordan Norwood's 61-yard punt return set a new record, surpassing the old record of 45 yards set by John Taylor in Super Bowl XXIII.",6.508279697652293
Who is the only quarterback to win a Super Bowl with two teams?,Kony Ealy tied a Super Bowl record with three sacks.,4.264745425595646
Who is the only quarterback to win a Super Bowl with two teams?,"Manning and Newton had quarterback passer ratings of 56.6 and 55.4, respectively, and their added total of 112 is a record lowest aggregate passer rating for a Super Bowl.",7.607616295030807
Who is the only quarterback to win a Super Bowl with two teams?,"Manning became the oldest quarterback ever to win a Super Bowl at age 39, and the first quarterback ever to win a Super Bowl with two different teams, while Gary Kubiak became the first head coach to win a Super Bowl with the same franchise he went to the Super Bowl with as a player.",13.575712953708932
Who is the only quarterback to win a Super Bowl with two teams?,"Only seven other teams had ever gained less than 200 yards in a Super Bowl, and all of them had lost.",7.431802820034067
Who is the only quarterback to win a Super Bowl with two teams?,Super Bowl 50 featured numerous records from individuals and teams.,4.55773775107788
Who is the only quarterback to win a Super Bowl with two teams?,The Broncos' seven sacks tied a Super Bowl record set by the Chicago Bears in Super Bowl XX.,5.074878267387633
Who is the only quarterback to win a Super Bowl with two teams?,The previous record was 244 yards by the Baltimore Ravens in Super Bowl XXXV.,5.05673577817638
Who is the only quarterback to win a Super Bowl with two teams?,The two teams' combined third down conversion percentage of 13.8 was a Super Bowl low.,7.336236444403698
Who is the only quarterback to win a Super Bowl with two teams?,Their 194 yards and 11 first downs were both the lowest totals ever by a Super Bowl winning team.,6.247513538308311
"Who returned a punt for 61 yards, setting a new Super Bowl record?","Denver was just 1-of-14 on third down, while Carolina was barely better at 3-of-15.",1.3033627100014376
"Who returned a punt for 61 yards, setting a new Super Bowl record?",Denver won despite being massively outgained in total yards (315 to 194) and first downs (21 to 11).,2.972399896921591
"Who returned a punt for 61 yards, setting a new Super Bowl record?","Jordan Norwood's 61-yard punt return set a new record, surpassing the old record of 45 yards set by John Taylor in Super Bowl XXIII.",10.819716955926944
"Who returned a punt for 61 yards, setting a new Super Bowl record?",Kony Ealy tied a Super Bowl record with three sacks.,4.2641123250370505
"Who returned a punt for 61 yards, setting a new Super Bowl record?","Manning and Newton had quarterback passer ratings of 56.6 and 55.4, respectively, and their added total of 112 is a record lowest aggregate passer rating for a Super Bowl.",7.543969336705075
"Who returned a punt for 61 yards, setting a new Super Bowl record?","Manning became the oldest quarterback ever to win a Super Bowl at age 39, and the first quarterback ever to win a Super Bowl with two different teams, while Gary Kubiak became the first head coach to win a Super Bowl with the same franchise he went to the Super Bowl with as a player.",4.92181164855897
"Who returned a punt for 61 yards, setting a new Super Bowl record?","Only seven other teams had ever gained less than 200 yards in a Super Bowl, and all of them had lost.",6.236064413318401
"Who returned a punt for 61 yards, setting a new Super Bowl record?",Super Bowl 50 featured numerous records from individuals and teams.,3.505678868270435
"Who returned a punt for 61 yards, setting a new Super Bowl record?",The Broncos' seven sacks tied a Super Bowl record set by the Chicago Bears in Super Bowl XX.,5.05451630332386
"Who returned a punt for 61 yards, setting a new Super Bowl record?",The previous record was 244 yards by the Baltimore Ravens in Super Bowl XXXV.,5.927664205311886
"Who returned a punt for 61 yards, setting a new Super Bowl record?",The two teams' combined third down conversion percentage of 13.8 was a Super Bowl low.,4.306112513990748
"Who returned a punt for 61 yards, setting a new Super Bowl record?",Their 194 yards and 11 first downs were both the lowest totals ever by a Super Bowl winning team.,6.157151755983524
