,word,vec
375,Brown,0.0
376,447,0.0
377,backfield,0.0
378,featured,0.0
379,Jonathan,0.0
380,Stewart,0.0
381,989,0.0
382,13,0.0
383,fullback,0.0
384,Mike,0.0
385,Tolbert,0.0
386,256,0.0
387,18,0.0
388,another,0.0
389,154,0.0
390,offensive,0.0
391,line,0.0
392,center,0.0
393,Ryan,0.0
394,Kalil,0.0
395,guard,0.0
396,Trai,0.0
397,Turner,0.0
398,gave,0.0
399,308,0.0
400,ranking,0.0
401,sixth,0.0
402,24,0.0
403,defensive,0.0
404,Kawann,0.0
405,Short,0.0
406,11,0.0
407,forcing,0.0
408,recovering,0.0
409,Fellow,0.0
410,lineman,0.0
411,Mario,0.0
412,Addison,0.0
413,added,0.0
414,6½,0.0
415,Jared,0.0
416,Allen,0.0
417,5-time,0.0
418,pro,0.0
419,bowler,0.0
420,active,0.0
421,career,0.0
422,leader,0.0
423,136,0.0
424,Kony,0.0
425,Ealy,0.0
426,9,0.0
427,Behind,0.0
428,starting,0.0
429,play,0.0
430,Thomas,0.0
431,Davis,0.0
432,Luke,0.0
433,Kuechly,0.0
434,compiled,0.0
435,5½,0.0
436,118,0.0
437,intercepted,0.0
438,secondary,0.0
439,safety,0.0
440,Kurt,0.0
441,Coleman,0.0
442,high,0.0
443,racking,0.0
444,88,0.0
445,cornerback,0.0
446,Josh,0.0
447,Norman,0.0
448,developed,0.0
449,shutdown,0.0
450,corner,0.0
451,Following,0.0
452,divisional,0.0
453,round,0.0
454,previous,0.0
455,numerous,0.0
456,coaching,0.0
457,change,0.0
458,mutual,0.0
459,parting,0.0
460,head,0.0
461,coach,0.0
462,championship,0.0
463,hiring,0.0
464,Gary,0.0
465,Kubiak,0.0
466,new,0.0
467,Under,0.0
468,install,0.0
469,run-oriented,0.0
470,zone,0.0
471,blocking,0.0
472,blend,0.0
473,Peyton,0.0
474,Manning,0.0
475,shotgun,0.0
476,skill,0.0
477,struggled,0.0
478,injury,0.0
479,worst,0.0
480,statistical,0.0
481,Indianapolis,0.0
482,Colts,0.0
483,1998,0.0
484,due,0.0
485,plantar,0.0
486,fasciitis,0.0
487,heel,0.0
488,suffered,0.0
489,summer,0.0
490,simple,0.0
491,fact,0.0
492,getting,0.0
493,old,0.0
494,turned,0.0
495,off-season,0.0
496,Although,0.0
497,7–0,0.0
498,week,0.0
499,partial,0.0
500,tear,0.0
501,left,0.0
502,foot,0.0
503,He,0.0
504,set,0.0
505,all-time,0.0
506,benched,0.0
507,favor,0.0
508,backup,0.0
509,Brock,0.0
510,Osweiler,0.0
511,starter,0.0
512,remainder,0.0
513,injured,0.0
514,return,0.0
515,Week,0.0
516,17,0.0
517,finale,0.0
518,13–7,0.0
519,4–11,0.0
520,Chargers,0.0
521,resulting,0.0
522,re-claiming,0.0
523,position,0.0
524,27–20,0.0
525,enabled,0.0
526,clinch,0.0
527,overall,0.0
528,coordinator,0.0
529,Wade,0.0
530,Phillips,0.0
531,ranked,0.0
532,allowed,0.0
533,like,0.0
534,continued,0.0
535,individual,0.0
536,carrying,0.0
537,despite,0.0
538,issue,0.0
539,earned,0.0
540,67.9,0.0
541,passer,0.0
542,"2,249",0.0
543,nine,0.0
544,contrast,0.0
545,threw,0.0
546,"1,967",0.0
547,86.4,0.0
548,Veteran,0.0
549,Demaryius,0.0
550,105,0.0
551,"1,304",0.0
552,Emmanuel,0.0
553,Sanders,0.0
554,76,0.0
555,"1,135",0.0
556,score,0.0
557,adding,0.0
558,106,0.0
559,returning,0.0
560,Tight,0.0
561,Owen,0.0
562,Daniels,0.0
563,big,0.0
564,element,0.0
565,46,0.0
566,517,0.0
567,Running,0.0
568,C.,0.0
569,J.,0.0
570,Anderson,0.0
571,rusher,0.0
572,863,0.0
573,catching,0.0
574,25,0.0
575,183,0.0
576,Ronnie,0.0
577,Hillman,0.0
578,impact,0.0
579,720,0.0
580,4.7,0.0
581,per,0.0
582,carry,0.0
583,Overall,0.0
584,19th,0.0
585,355,0.0
586,"4,530",0.0
587,fourth,0.0
588,296,0.0
589,Defensive,0.0
590,Derek,0.0
591,Wolfe,0.0
592,Malik,0.0
593,Jackson,0.0
594,Linebacker,0.0
595,DeMarcus,0.0
596,Ware,0.0
597,ninth,0.0
598,7½,0.0
599,Brandon,0.0
600,Marshall,0.0
601,109,0.0
602,Danny,0.0
603,Trevathan,0.0
604,102,0.0
605,Cornerbacks,0.0
606,Aqib,0.0
607,Talib,0.0
608,Chris,0.0
609,Harris,0.0
610,beat,0.0
611,Seattle,0.0
612,Seahawks,0.0
613,31–0,0.0
614,holding,0.0
615,furious,0.0
616,half,0.0
617,comeback,0.0
618,attempt,0.0
619,31–24,0.0
620,avenging,0.0
621,elimination,0.0
622,earlier,0.0
623,blew,0.0
624,487,0.0
625,23–16,0.0
626,final,0.0
627,minute,0.0
628,defending,0.0
629,intercepting,0.0
630,pas,0.0
631,2-point,0.0
632,conversion,0.0
633,clock,0.0
634,problem,0.0
635,n't,0.0
636,throw,0.0
637,major,0.0
638,setback,0.0
639,11-year,0.0
640,already,0.0
641,overcome,0.0
642,went,0.0
643,broken,0.0
644,arm,0.0
645,insisted,0.0
646,find,0.0
647,way,0.0
648,His,0.0
649,prediction,0.0
650,accurate,0.0
651,different,0.0
652,multiple,0.0
653,Bowls,0.0
654,oldest,0.0
655,age,0.0
656,past,0.0
657,Elway,0.0
658,victory,0.0
659,XXXIII,0.0
660,38,0.0
661,currently,0.0
662,Executive,0.0
663,Vice,0.0
664,President,0.0
665,Operations,0.0
666,General,0.0
667,Manager,0.0
668,1,0.0
669,pick,0.0
670,draft,0.0
671,class,0.0
672,picked,0.0
673,matchup,0.0
674,pit,0.0
675,largest,0.0
676,difference,0.0
677,opposing,0.0
678,48,0.0
679,day,0.0
680,26,0.0
681,Rivera,0.0
682,Chicago,0.0
683,Bears,0.0
684,XX,0.0
685,replacing,0.0
686,defeat,0.0
687,XXI,0.0
688,XXIV,0.0
689,Concerns,0.0
690,raised,0.0
691,field,0.0
692,enough,0.0
693,quality,0.0
694,host,0.0
695,inaugural,0.0
696,re-sodded,0.0
697,6,0.0
698,portion,0.0
699,turf,0.0
700,collapsed,0.0
701,Baltimore,0.0
702,Ravens,0.0
703,kicker,0.0
704,Justin,0.0
705,Tucker,0.0
706,causing,0.0
707,slip,0.0
708,miss,0.0
709,goal,0.0
710,although,0.0
711,customary,0.0
712,natural,0.0
713,grass,0.0
714,playing,0.0
715,surface,0.0
716,hybrid,0.0
717,Bermuda,0.0
718,419,0.0
719,Atlanta,0.0
720,Braves,0.0
721,director,0.0
722,Ed,0.0
723,Mangan,0.0
724,great,0.0
725,shape,0.0
726,gameday,0.0
727,showed,0.0
728,needing,0.0
729,cleat,0.0
730,slipping,0.0
731,designated,0.0
732,annual,0.0
733,rotation,0.0
734,elected,0.0
735,wear,0.0
736,road,0.0
737,white,0.0
738,jersey,0.0
739,matching,0.0
740,pant,0.0
741,We,0.0
742,'ve,0.0
743,success,0.0
744,uniform,0.0
745,wore,0.0
746,QB,0.0
747,Falcons,0.0
748,34–19,0.0
749,XXXII,0.0
750,blue,0.0
751,primary,0.0
752,color,0.0
753,lost,0.0
754,0-4,0.0
755,wearing,0.0
756,orange,0.0
757,XII,0.0
758,XXII,0.0
759,worn,0.0
760,21–10,0.0
761,XL,0.0
762,decision,0.0
763,meant,0.0
764,standard,0.0
765,black,0.0
766,silver,0.0
767,used,0.0
768,Jose,0.0
769,State,0.0
770,practice,0.0
771,facility,0.0
772,stayed,0.0
773,Marriott,0.0
774,practiced,0.0
775,University,0.0
776,June,0.0
777,4,0.0
778,branding,0.0
779,established,0.0
780,V,0.0
781,suspended,0.0
782,using,0.0
783,opposed,0.0
784,L.,0.0
785,use,0.0
786,reinstated,0.0
787,LI,0.0
788,Jaime,0.0
789,Weston,0.0
790,vice,0.0
791,president,0.0
792,brand,0.0
793,creative,0.0
794,explained,0.0
795,reason,0.0
796,difficulty,0.0
797,designing,0.0
798,aesthetically,0.0
799,pleasing,0.0
800,letter,0.0
801,standardized,0.0
802,template,0.0
803,introduced,0.0
804,XLV,0.0
805,deviate,0.0
806,featuring,0.0
807,large,0.0
808,colored,0.0
809,gold,0.0
810,behind,0.0
811,Vince,0.0
812,Lombardi,0.0
813,Trophy,0.0
814,instead,0.0
815,underneath,0.0
816,Various,0.0
817,promotion,0.0
818,tie,0.0
819,Golden,0.0
820,gold-tinted,0.0
821,implemented,0.0
822,across,0.0
823,property,0.0
824,painted,0.0
825,numbering,0.0
826,50-yard,0.0
827,beginning,0.0
828,sideline,0.0
829,jacket,0.0
830,hat,0.0
831,gold-trimmed,0.0
832,Gold,0.0
833,given,0.0
834,school,0.0
835,appear,0.0
836,homecoming,0.0
837,Bowl-winning,0.0
838,Experience,0.0
839,Moscone,0.0
840,Center,0.0
841,addition,0.0
842,City,0.0
843,January,0.0
844,30,0.0
845,Herman,0.0
846,Plaza,0.0
847,Embarcadero,0.0
848,activity,0.0
849,highlight,0.0
850,technology,0.0
851,culinary,0.0
852,creation,0.0
853,cultural,0.0
854,diversity,0.0
855,More,0.0
856,people,0.0
857,expected,0.0
858,attend,0.0
859,festivity,0.0
860,mayor,0.0
861,Lee,0.0
862,said,0.0
863,highly,0.0
864,visible,0.0
865,homeless,0.0
866,presence,0.0
867,going,0.0
868,leave,0.0
869,city,0.0
870,supervisor,0.0
871,Jane,0.0
872,Kim,0.0
873,unsuccessfully,0.0
874,lobbied,0.0
875,reimburse,0.0
876,service,0.0
877,amount,0.0
878,2,0.0
879,worth,0.0
880,ancillary,0.0
881,week-long,0.0
882,Convention,0.0
883,beer,0.0
884,wine,0.0
885,food,0.0
886,festival,0.0
887,Bellomy,0.0
888,Field,0.0
889,pep,0.0
890,rally,0.0
891,professional,0.0
892,fundraiser,0.0
893,aid,0.0
894,finding,0.0
895,business,0.0
896,sponsor,0.10316030210646342
897,donor,0.0
898,may,0.0
899,need,0.0
900,council,0.0
901,help,0.0
902,fund,0.0
903,Additional,0.0
904,provided,0.0
905,aside,0.0
906,medium,0.0
907,typically,0.0
908,Tuesday,0.0
909,afternoon,0.0
910,moved,0.0
911,Monday,0.0
912,evening,0.0
913,re-branded,0.0
914,Opening,0.0
915,Night,0.0
916,SAP,0.0
917,Alongside,0.0
918,traditional,0.0
919,availability,0.0
920,opening,0.0
921,ceremony,0.0
922,introduction,0.0
923,replica,0.0
924,Gate,0.0
925,Bridge,0.0
926,Host,0.0
927,Committee,0.0
928,openly,0.0
929,sought,0.0
930,disabled,0.0
931,lesbian,0.0
932,gay,0.0
933,bisexual,0.0
934,transgender-owned,0.0
935,Business,0.0
936,Connect,0.0
937,program,0.0
938,provides,0.0
939,local,0.0
940,company,0.0
941,contracting,0.0
942,opportunity,0.0
943,around,0.0
944,committee,0.0
945,40,0.0
946,Apple,0.0
947,Google,0.0
948,Yahoo,0.0
949,!,0.0
950,Intel,0.0
951,Gap,0.0
952,Chevron,0.0
953,Dignity,0.0
954,Health,0.0
955,vowed,0.0
956,giving,0.0
957,dedicate,0.0
958,percent,0.0
959,money,0.0
960,raise,0.0
961,philanthropic,0.0
962,cause,0.0
963,created,0.0
964,focus,0.0
965,providing,0.0
966,grant,0.0
967,youth,0.0
968,development,0.0
969,community,0.0
970,investment,0.0
971,sustainable,0.0
972,environment,0.0
973,receive,0.0
974,winner,0.0
975,18-karat,0.0
976,gold-plated,0.0
977,Each,0.0
978,digit,0.0
979,weigh,0.0
980,33,0.0
981,lb,0.0
982,kg,0.0
983,66,0.0
984,Like,0.0
985,designed,0.0
986,Tiffany,0.0
987,&,0.0
988,Co,0.0
989,United,0.0
990,States,0.0
991,televised,0.0
992,part,0.0
993,cycle,0.0
994,main,0.0
995,television,0.0
996,partner,0.0
997,network,0.0
998,Jim,0.0
999,Nantz,0.0
1000,Phil,0.0
1001,Simms,0.0
1002,called,0.0
1003,contest,0.0
1004,Tracy,0.0
1005,Wolfson,0.0
1006,Evan,0.0
1007,Washburn,0.0
1008,telecast,0.0
1009,pylon,0.0
1010,camera,0.0
1011,microphone,0.0
1012,EyeVision,0.0
1013,360—an,0.0
1014,array,0.0
1015,36,0.0
1016,upper,0.0
1017,deck,0.0
1018,provide,0.0
1019,360-degree,0.0
1020,view,0.0
1021,bullet,0.0
1022,effect,0.0
1023,An,0.0
1024,version,0.0
1025,XXXV,0.0
1026,upgraded,0.0
1027,5K,0.0
1028,resolution,0.0
1029,December,0.0
1030,28,0.0
1031,ESPN,0.0
1032,Deportes,0.0
1033,agreement,0.0
1034,exclusive,0.0
1035,Spanish-language,0.0
1036,broadcaster,0.0
1037,marking,0.0
1038,dedicated,0.0
1039,Unlike,0.0
1040,NBC,0.0
1041,outlet,0.0
1042,though,0.0
1043,policy,0.0
1044,separate,0.0
1045,Spanish,0.0
1046,play-by-play,0.0
1047,call,0.0
1048,carried,0.0
1049,audio,0.0
1050,channel,0.3094811100908744
1051,over-the-air,0.0
1052,viewer,0.0
1053,commentary,0.0
1054,crew,0.0
1055,Alvaro,0.0
1056,Martin,0.0
1057,Raul,0.0
1058,Allegre,0.0
1059,reporter,0.0
1060,Sutcliffe,0.0
1061,pre-game,0.0
1062,post-game,0.0
1063,coverage,0.0
1064,contributed,0.0
1065,English-language,0.0
1066,report,0.0
1067,SportsCenter,0.0
1068,digital,0.0
1069,stream,0.0
1070,via,0.0
1071,CBSSports.com,0.0
1072,Sports,0.0
1073,apps,0.0
1074,tablet,0.0
1075,Windows,0.0
1076,Xbox,0.0
1077,One,0.0
1078,Chromecast,0.0
1079,Roku,0.0
1080,Due,0.0
1081,Verizon,0.0
1082,Communications,0.0
1083,exclusivity,0.0
1084,streaming,0.0
1085,smartphones,0.0
1086,Wireless,0.0
1087,customer,0.0
1088,Mobile,0.0
1089,available,0.0
1090,WatchESPN,0.0
1091,primetime,0.0
1092,series,0.0
1093,episode,0.0
1094,late,0.0
1095,night,0.0
1096,talk,0.0
1097,lead-out,0.0
1098,Late,0.0
1099,Show,0.0
1100,Stephen,0.0
1101,Colbert,0.0
1102,following,0.0
1103,break,0.0
1104,programming,0.0
1105,aired,0.0
1106,James,0.0
1107,Corden,0.0
1108,base,0.0
1109,rate,0.0
1110,advertisement,0.0
1111,"5,000,000",0.0
1112,price,0.0
1113,ad,0.0
1114,yet,0.0
1115,sold,0.0
1116,mandated,0.0
1117,advertiser,0.0
1118,purchase,0.0
1119,package,0.0
1120,covering,0.0
1121,meaning,0.0
1122,national,0.0
1123,advertising,0.0
1124,pattern,0.0
1125,multi-year,0.0
1126,contract,0.0
1127,Anheuser-Busch,0.0
1128,InBev,0.0
1129,manufacturer,0.0
1130,air,0.0
1131,steep,0.0
1132,discount,0.0
1133,Doritos,0.0
1134,Crash,0.0
1135,create,0.0
1136,Nintendo,0.0
1137,Pokémon,0.0
1138,Company,0.0
1139,debut,0.0
1140,promoting,0.0
1141,20th,0.0
1142,video,0.0
1143,QuickBooks,0.0
1144,sponsored,0.0
1145,Small,0.0
1146,Big,0.0
1147,Death,0.0
1148,Wish,0.0
1149,Coffee,0.0
1150,free,0.0
1151,charge,0.0
1152,courtesy,0.0
1153,contender,0.0
1154,Century,0.0
1155,Lionsgate,0.0
1156,Paramount,0.0
1157,Pictures,0.0
1158,Universal,0.0
1159,Studios,0.0
1160,Walt,0.0
1161,Disney,0.0
1162,paid,0.0
1163,movie,0.0
1164,trailer,0.0
1165,Deadpool,0.0
1166,X-Men,0.0
1167,Apocalypse,0.0
1168,Independence,0.0
1169,Day,0.0
1170,Resurgence,0.0
1171,Eddie,0.0
1172,Eagle,0.0
1173,Gods,0.0
1174,Egypt,0.0
1175,Teenage,0.0
1176,Mutant,0.0
1177,Ninja,0.0
1178,Turtles,0.0
1179,Out,0.0
1180,Shadows,0.0
1181,Cloverfield,0.0
1182,Lane,0.0
1183,Secret,0.0
1184,Pets,0.0
1185,Jason,0.0
1186,Bourne,0.0
1187,Captain,0.0
1188,America,0.0
1189,Civil,0.0
1190,War,0.0
1191,Jungle,0.0
1192,Book,0.0
1193,Alice,0.0
1194,Through,0.0
1195,Looking,0.0
1196,Glass,0.0
1197,citation,0.0
1198,needed,0.0
1199,Westwood,0.0
1200,North,0.0
1201,Kevin,0.0
1202,Harlan,0.0
1203,announcer,0.0
1204,Boomer,0.0
1205,Esiason,0.0
1206,Dan,0.0
1207,Fouts,0.0
1208,analyst,0.0
1209,Lofton,0.0
1210,Mark,0.0
1211,Malone,0.0
1212,Gray,0.0
1213,anchor,0.0
1214,flagship,0.0
1215,station,0.0
1216,market,0.0
1217,KOA,0.0
1218,850,0.0
1219,AM,0.0
1220,KRFX,0.0
1221,103.5,0.0
1222,FM,0.0
1223,Dave,0.0
1224,Logan,0.0
1225,McCaffrey,0.0
1226,WBT,0.0
1227,1110,0.0
1228,Mick,0.0
1229,Mixon,0.0
1230,Eugene,0.0
1231,Robinson,0.0
1232,Szoke,0.0
1233,simulcast,0.0
1234,sister,0.0
1235,WBT-FM,0.0
1236,99.3,0.0
1237,based,0.0
1238,Chester,0.0
1239,clear-channel,0.0
1240,audible,0.0
1241,much,0.0
1242,western,0.0
1243,sunset,0.0
1244,eastern,0.0
1245,accordance,0.0
1246,contractual,0.0
1247,rule,0.0
1248,rest,0.0
1249,radio,0.0
1250,either,0.0
1251,feed,0.0
1252,Kingdom,0.0
1253,BBC,0.0
1254,Radio,0.0
1255,Live,0.0
1256,Extra,0.0
1257,English,0.0
1258,Brady,0.0
1259,Darren,0.0
1260,Fletcher,0.0
1261,Rocky,0.0
1262,Boiman,0.0
1263,honor,0.0
1264,pregame,0.0
1265,on-field,0.0
1266,43,0.0
1267,Players,0.0
1268,Bart,0.0
1269,Starr,0.0
1270,II,0.0
1271,Chuck,0.0
1272,Howley,0.0
1273,appeared,0.0
1274,XLI,0.0
1275,current,0.0
1276,shown,0.0
1277,locker,0.0
1278,room,0.0
1279,preparing,0.0
1280,regarding,0.0
1281,recognition,0.0
1282,Harvey,0.0
1283,co-MVP,0.0
1284,died,0.0
1285,2001,0.0
1286,Six-time,0.2063236351514129
1287,Grammy,0.0
1288,Academy,0.0
1289,Award,0.0
1290,nominee,0.0
1291,Lady,0.0
1292,Gaga,0.0
1293,performed,0.0
1294,anthem,0.0
1295,Marlee,0.0
1296,Matlin,0.0
1297,Sign,0.0
1298,Language,0.0
1299,ASL,0.0
1300,translation,0.0
1301,November,0.0
1302,surfaced,0.0
1303,stating,0.0
1304,act,0.0
1305,perform,0.0
1306,confirmed,0.0
1307,Pepsi,0.0
1308,Associated,0.0
1309,Press,0.0
1310,collaborated,0.10316236231070655
1311,single,0.0
1312,Hymn,0.0
1313,Weekend,0.0
1314,making,0.0
1315,Ronson,0.0
1316,kickoff,0.0
1317,strong,0.0
1318,completing,0.0
1319,18-yard,0.0
1320,22-yard,0.0
1321,Andre,0.0
1322,Caldwell,0.0
1323,pair,0.0
1324,ball,0.0
1325,20,0.0
1326,14-yard,0.0
1327,dug,0.0
1328,next,0.0
1329,First,0.0
1330,Shaq,0.0
1331,Thompson,0.0
1332,tackled,0.0
1333,3-yard,0.0
1334,Then,0.0
1335,incompletion,0.0
1336,1-yard,0.0
1337,gain,0.0
1338,settle,0.0
1339,3–0,0.0
1340,McManus,0.0
1341,34-yard,0.0
1342,marked,0.0
1343,entire,0.0
1344,postseason,0.0
1345,facing,0.0
1346,deficit,0.0
1347,After,0.0
1348,punted,0.0
1349,complete,0.0
1350,24-yard,0.0
1351,ruled,0.0
1352,upheld,0.0
1353,replay,0.0
1354,challenge,0.0
1355,retired,0.0
1356,referee,0.0
1357,Carey,0.0
1358,disagreed,0.0
1359,felt,0.0
1360,review,0.0
1361,clearly,0.0
1362,later,0.0
1363,3rd-and-10,0.0
1364,15-yard,0.0
1365,knocked,0.0
1366,hand,0.0
1367,sacking,0.0
1368,10–0,0.0
1369,XXVIII,0.0
1370,1993,0.0
1371,got,0.0
1372,track,0.0
1373,9-play,0.0
1374,73-yard,0.0
1375,drive,0.0
1376,51,0.0
1377,twice,0.0
1378,run,0.0
1379,cutting,0.0
1380,10–7,0.0
1381,11:28,0.0
1382,quarter,0.0
1383,Later,0.0
1384,Jordan,0.0
1385,Norwood,0.0
1386,received,0.0
1387,Brad,0.0
1388,Nortman,0.0
1389,short,0.0
1390,28-yard,0.0
1391,surrounded,0.0
1392,none,0.0
1393,attempted,0.0
1394,apparently,0.0
1395,thinking,0.0
1396,fair,0.0
1397,catch,0.0
1398,done,0.0
1399,resistance,0.0
1400,61-yard,0.0
1401,dragged,0.0
1402,excellent,0.0
1403,get,0.0
1404,kicked,0.0
1405,33-yard,0.0
1406,increased,0.0
1407,possession,0.0
1408,Darian,0.0
1409,40-yard,0.0
1410,soon,0.0
1411,tipped,0.0
1412,19,0.0
